0	32767
1	32364
2	31166
3	29204
4	26528
5	23206
6	19320
7	14966
8	10251
9	5291
10	206
11	-4880
12	-9843
13	-14565
14	-18932
15	-22840
16	-26196
17	-28921
18	-30951
19	-32239
20	-32757
21	-32493
22	-31457
23	-29674
24	-27189
25	-24062
26	-20368
27	-16197
28	-11648
29	-6828
30	-1852
31	3164
32	8101
33	12845
34	17285
35	21320
36	24855
37	27810
38	30118
39	31727
40	32602
41	32724
42	32092
43	30723
44	28650
45	25923
46	22604
47	18772
48	14515
49	9932
50	5126
51	208
52	-4711
53	-9519
54	-14108
55	-18375
56	-22226
57	-25574
58	-28345
59	-30480
60	-31932
61	-32671
62	-32681
63	-31964
64	-30538
65	-28437
66	-25708
67	-22414
68	-18628
69	-14436
70	-9930
71	-5209
72	-379
73	4456
74	9189
75	13718
76	17945
77	21779
78	25137
79	27948
80	30153
81	31706
82	32575
83	32743
84	32208
85	30984
86	29098
87	26592
88	23522
89	19954
90	15966
91	11642
92	7076
93	2364
94	-2394
95	-7098
96	-11648
97	-15950
98	-19914
99	-23458
100	-26509
101	-29005
102	-30896
103	-32144
104	-32724
105	-32626
106	-31855
107	-30427
108	-28374
109	-25740
110	-22580
111	-18961
112	-14957
113	-10651
114	-6132
115	-1492
116	3174
117	7771
118	12208
119	16394
120	20245
121	23686
122	26649
123	29074
124	30915
125	32137
126	32717
127	32646
128	31925
129	30572
130	28614
131	26093
132	23059
133	19573
134	15706
135	11534
136	7140
137	2610
138	-1967
139	-6502
140	-10905
141	-15094
142	-18986
143	-22507
144	-25590
145	-28178
146	-30221
147	-31681
148	-32533
149	-32761
150	-32364
151	-31349
152	-29739
153	-27565
154	-24871
155	-21708
156	-18138
157	-14228
158	-10055
159	-5696
160	-1235
161	3246
162	7661
163	11930
164	15973
165	19715
166	23088
167	26030
168	28489
169	30420
170	31788
171	32571
172	32756
173	32340
174	31334
175	29757
176	27640
177	25022
178	21952
179	18488
180	14692
181	10635
182	6391
183	2035
184	-2353
185	-6695
186	-10913
187	-14933
188	-18683
189	-22097
190	-25116
191	-27687
192	-29767
193	-31319
194	-32319
195	-32749
196	-32605
197	-31890
