0	-0
0.00125	-2570
0.0025	-5123
0.00375	-7642
0.005	-10113
0.00625	-12521
0.0075	-14850
0.00875	-17087
0.01	-19218
0.01125	-21231
0.0125	-23113
0.01375	-24853
0.015	-26441
0.01625	-27867
0.0175	-29124
0.01875	-30203
0.02	-31099
0.02125	-31807
0.0225	-32322
0.02375	-32642
0.025	-32765
0.02625	-32692
0.0275	-32422
0.02875	-31958
0.03	-31303
0.03125	-30462
0.0325	-29438
0.03375	-28240
0.035	-26875
0.03625	-25350
0.0375	-23676
0.03875	-21862
0.04	-19920
0.04125	-17861
0.0425	-15698
0.04375	-13444
0.045	-11112
0.04625	-8715
0.0475	-6269
0.04875	-3788
0.05	-1286
0.05125	1221
0.0525	3720
0.05375	6196
0.055	8634
0.05625	11020
0.0575	13340
0.05875	15582
0.06	17731
0.06125	19776
0.0625	21705
0.06375	23508
0.065	25173
0.06625	26693
0.0675	28057
0.06875	29259
0.07	30292
0.07125	31151
0.0725	31831
0.07375	32327
0.075	32639
0.07625	32764
0.0775	32703
0.07875	32455
0.08	32022
0.08125	31408
0.0825	30616
0.08375	29652
0.085	28520
0.08625	27227
0.0875	25782
0.08875	24193
0.09	22468
0.09125	20618
0.0925	18654
0.09375	16586
0.095	14427
0.09625	12189
0.0975	9884
0.09875	7525
0.1	5126
0.10125	2700
0.1025	261
0.10375	-2179
0.105	-4604
0.10625	-7003
0.1075	-9361
0.10875	-11666
0.11	-13905
0.11125	-16066
0.1125	-18137
0.11375	-20108
0.115	-21967
0.11625	-23704
0.1175	-25311
0.11875	-26778
0.12	-28099
0.12125	-29265
0.1225	-30272
0.12375	-31113
0.125	-31785
0.12625	-32284
0.1275	-32609
0.12875	-32757
0.13	-32728
0.13125	-32523
0.1325	-32143
0.13375	-31591
0.135	-30869
0.13625	-29982
0.1375	-28936
0.13875	-27735
0.14	-26388
0.14125	-24900
0.1425	-23281
0.14375	-21539
0.145	-19684
0.14625	-17726
0.1475	-15676
0.14875	-13543
0.15	-11341
0.15125	-9081
0.1525	-6774
0.15375	-4433
0.155	-2070
0.15625	302
0.1575	2670
0.15875	5023
0.16	7349
0.16125	9634
0.1625	11868
0.16375	14038
0.165	16134
0.16625	18145
0.1675	20060
0.16875	21871
0.17	23567
0.17125	25140
0.1725	26583
0.17375	27887
0.175	29048
0.17625	30059
0.1775	30915
0.17875	31612
0.18	32147
0.18125	32518
0.1825	32723
0.18375	32761
0.185	32632
0.18625	32338
0.1875	31880
0.18875	31261
0.19	30485
0.19125	29555
0.1925	28477
0.19375	27256
0.195	25899
0.19625	24413
0.1975	22805
0.19875	21085
0.2	19260
0.20125	17340
0.2025	15335
0.20375	13256
0.205	11112
0.20625	8914
0.2075	6673
0.20875	4401
0.21	2109
0.21125	-192
0.2125	-2491
0.21375	-4775
0.215	-7035
0.21625	-9258
0.2175	-11435
0.21875	-13554
0.22	-15605
0.22125	-17578
0.2225	-19465
0.22375	-21255
0.225	-22941
0.22625	-24514
0.2275	-25968
0.22875	-27294
0.23	-28488
0.23125	-29543
0.2325	-30455
0.23375	-31220
0.235	-31834
0.23625	-32295
0.2375	-32601
0.23875	-32751
0.24	-32744
0.24125	-32580
0.2425	-32262
0.24375	-31790
0.245	-31167
0.24625	-30397
0.2475	-29483
0.24875	-28431
0.25	-27245
0.25125	-25931
0.2525	-24496
0.25375	-22946
0.255	-21290
0.25625	-19535
0.2575	-17690
0.25875	-15764
0.26	-13765
0.26125	-11703
0.2625	-9589
0.26375	-7431
0.265	-5240
0.26625	-3027
0.2675	-801
0.26875	1427
0.27	3647
0.27125	5848
0.2725	8021
0.27375	10155
0.275	12242
0.27625	14270
0.2775	16232
0.27875	18118
0.28	19920
0.28125	21630
0.2825	23240
0.28375	24744
0.285	26134
0.28625	27404
0.2875	28550
0.28875	29565
0.29	30447
0.29125	31191
0.2925	31794
0.29375	32253
0.295	32568
0.29625	32736
0.2975	32758
0.29875	32634
0.3	32364
0.30125	31950
0.3025	31394
0.30375	30699
0.305	29869
0.30625	28907
0.3075	27818
0.30875	26608
0.31	25280
0.31125	23843
0.3125	22301
0.31375	20663
0.315	18936
0.31625	17127
0.3175	15244
0.31875	13297
0.32	11293
0.32125	9241
0.3225	7151
0.32375	5031
0.325	2891
0.32625	741
0.3275	-1412
0.32875	-3556
0.33	-5684
0.33125	-7786
0.3325	-9853
0.33375	-11876
0.335	-13847
0.33625	-15757
0.3375	-17598
0.33875	-19363
0.34	-21045
0.34125	-22635
0.3425	-24129
0.34375	-25519
0.345	-26801
0.34625	-27968
0.3475	-29017
0.34875	-29943
0.35	-30742
0.35125	-31411
0.3525	-31949
0.35375	-32352
0.355	-32620
0.35625	-32752
0.3575	-32748
0.35875	-32607
0.36	-32331
0.36125	-31921
0.3625	-31379
0.36375	-30708
0.365	-29911
0.36625	-28992
0.3675	-27954
0.36875	-26801
0.37	-25540
0.37125	-24175
0.3725	-22713
0.37375	-21159
0.375	-19519
0.37625	-17802
0.3775	-16013
0.37875	-14161
0.38	-12254
0.38125	-10297
0.3825	-8301
0.38375	-6273
0.385	-4222
0.38625	-2155
0.3875	-80
0.38875	1992
0.39	4056
0.39125	6101
0.3925	8121
0.39375	10106
0.395	12050
0.39625	13945
0.3975	15783
0.39875	17557
0.4	19260
0.40125	20886
0.4025	22428
0.40375	23881
0.405	25239
0.40625	26497
0.4075	27651
0.40875	28695
0.41	29627
0.41125	30442
0.4125	31138
0.41375	31713
0.415	32165
0.41625	32491
0.4175	32692
0.41875	32767
0.42	32715
0.42125	32537
0.4225	32234
0.42375	31809
0.425	31261
0.42625	30595
0.4275	29812
0.42875	28916
0.43	27912
0.43125	26801
0.4325	25590
0.43375	24284
0.435	22886
0.43625	21403
0.4375	19841
0.43875	18205
0.44	16502
0.44125	14739
0.4425	12922
0.44375	11058
0.445	9154
0.44625	7218
0.4475	5256
0.44875	3277
0.45	1286
0.45125	-707
0.4525	-2696
0.45375	-4673
0.455	-6632
0.45625	-8565
0.4575	-10465
0.45875	-12324
0.46	-14138
0.46125	-15898
0.4625	-17598
0.46375	-19233
0.465	-20797
0.46625	-22284
0.4675	-23689
0.46875	-25007
0.47	-26234
0.47125	-27365
0.4725	-28397
0.47375	-29326
0.475	-30148
0.47625	-30862
0.4775	-31465
0.47875	-31955
0.48	-32331
0.48125	-32591
0.4825	-32735
0.48375	-32763
0.485	-32675
0.48625	-32471
0.4875	-32153
0.48875	-31722
0.49	-31179
0.49125	-30527
0.4925	-29769
