angle	VV	VH	HV	HH
17.4	-27.89843500012422	-61.97890844822123	-61.97731821378661	-25.94308448962277
17.5	-30.05959226700675	-61.21144474330274	-61.20974720475482	-25.39209171943371
17.6	-31.71955418947007	-60.35836550163304	-60.35671237955096	-25.55062870133401
17.7	-31.58616138738752	-62.28088981924526	-62.27864026653754	-26.34127264001552
17.8	-30.6595708849327	-64.28316863462042	-64.28011672841669	-27.61104026548131
17.9	-30.19918935467056	-66.20130315981419	-66.1973549706134	-28.89881256476901
18	-30.74826238031111	-66.84719775961567	-66.84345217702754	-29.47311224576723
18.1	-32.53396762908145	-67.35571512896469	-67.35216163146629	-28.95318421489881
18.2	-35.16925680971516	-65.05355964643881	-65.05193289820754	-28.23734443015602
18.3	-36.94052031629592	-65.04999731961823	-65.04825960945692	-27.8787204432865
18.4	-35.9444382046719	-65.33381841636535	-65.33219231625984	-28.13068579189466
18.5	-35.08166197121542	-65.528022728179	-65.52699755200196	-28.7921372998063
18.6	-35.64397362068622	-67.08936710627404	-67.08851140834518	-29.30127725879539
18.7	-38.18680020879317	-68.38582251420338	-68.38574703374577	-29.27744382422286
18.8	-44.46179321078083	-70.84434752213342	-70.84439443138595	-28.80651433832346
18.9	-48.90988949303318	-76.59743803199389	-76.5979521129437	-28.32684633781439
19	-39.59428887751181	-77.52704153518287	-77.5269419647789	-28.45417102283655
19.1	-36.17814972677034	-82.82044129922267	-82.81899822639822	-29.46992530786025
19.2	-34.98532654604075	-79.2914292071317	-79.29366473144765	-31.56914901257643
19.3	-36.76409328604949	-70.16899983682768	-70.1701319065741	-33.82278226303377
19.4	-40.67147872226396	-69.22319784882347	-69.22442867627795	-34.51700593533815
19.5	-48.24321519399018	-67.84283157108202	-67.8438780378163	-32.83702808756932
19.6	-39.84209068815345	-68.66774919664208	-68.66881740945878	-31.20730650089999
19.7	-34.87216393399108	-69.06287347863584	-69.06385703934602	-30.52055095986271
19.8	-32.27652775785656	-72.75726335917642	-72.75861650965913	-30.7970920453144
19.9	-31.45940634586763	-94.31882675690284	-94.32933785883215	-32.12411803604407
20	-31.86458439013734	-74.9202854545504	-74.91912399102334	-33.90994784450098
20.1	-33.79785600998154	-67.72992268917095	-67.72947474070443	-34.7456433873465
20.2	-36.3444626299972	-64.05950263592565	-64.05913342882612	-34.19384340503835
20.3	-38.20624905377502	-61.84435908173674	-61.84405522538319	-33.13817274635242
20.4	-36.9322452974418	-61.44042728027591	-61.44016365530109	-32.78667734420673
20.5	-35.36354123768231	-61.8037361809146	-61.80356864691942	-33.60147431707319
20.6	-34.73399234961216	-62.02704583273282	-62.02706243260521	-35.80477681174745
20.7	-35.76511322770528	-63.36653875958032	-63.36679758312691	-39.7333649504053
20.8	-39.13157888415374	-65.16286925609664	-65.16345289779851	-44.08910325585335
20.9	-44.6928812646802	-68.7051153377211	-68.70643136870994	-41.97100595667752
21	-39.98685901502989	-70.58387680048571	-70.58579320823831	-38.69725494284556
21.1	-34.99180912637371	-75.28891172651126	-75.28917846685252	-37.81951205713078
21.2	-31.94823353876421	-71.23607979984213	-71.23407980834114	-38.70520719073767
21.3	-30.46902392846196	-69.1885865472442	-69.18653618261986	-41.76195687750273
21.4	-30.27329735972831	-66.3030791946848	-66.30160056841947	-47.90630345999415
21.5	-31.12021418316782	-65.94875631901124	-65.94738082526457	-47.12775450279791
21.6	-33.09134083527268	-64.86099945662286	-64.85985670171679	-41.8579500409712
21.7	-35.75176363890756	-66.1192957502591	-66.11795033224911	-39.67215272824079
21.8	-37.41734034633489	-66.4253869540147	-66.42411321797681	-39.54915960445655
21.9	-36.11773681278356	-69.59443299442084	-69.59260237753901	-41.37253505220365
22	-34.26666491885882	-72.28824146376866	-72.28544735156706	-45.15958923976858
