angle	VV	VH	HV	HH
2.4	-4.864044857999869	-74.3277004381917	-74.3277437728114	-4.122910087767435
2.5	-4.85690710155575	-74.31540723338284	-74.31554528309942	-4.167055978338825
2.6	-4.899376251641939	-74.31630439571963	-74.31650069360568	-4.26878571135928
2.7	-4.977858113738918	-74.00860026846433	-74.00877133832041	-4.391250507493037
2.8	-5.086797395423019	-75.50739972195674	-75.50750252936064	-4.52746783925893
2.9	-5.18900172873796	-76.82745249183522	-76.82734793586313	-4.639553009230811
3	-5.258935050025357	-75.65167963032795	-75.65140694404191	-4.711265879011728
3.1	-5.265390912917864	-74.176966072138	-74.17678705443775	-4.745784846977661
3.2	-5.202763853419297	-75.34376397303248	-75.34390365106943	-4.75188618146814
3.3	-5.074901149752392	-73.52227674683215	-73.52253931847686	-4.748427824398284
3.4	-4.906400725145358	-74.88277868481542	-74.88309470813238	-4.757504523263606
3.5	-4.738087996356654	-75.81846779001683	-75.81874734765465	-4.783492988399915
3.6	-4.605506545464332	-72.90494675621713	-72.90511772670781	-4.829907432625057
3.7	-4.53966664938784	-74.36560961812896	-74.36570073204352	-4.876341948142232
3.8	-4.554149513177192	-75.63568669599309	-75.63563943018093	-4.899876970306598
3.9	-4.643207091994951	-75.2286294671683	-75.22848393971698	-4.884081195117079
4	-4.79342386947994	-77.27519420528316	-77.27497480167465	-4.815889133479144
4.1	-4.991456696514069	-79.01290198071034	-79.01281964274537	-4.708664194206199
4.2	-5.200472065210146	-76.78218847786195	-76.78226540860811	-4.597063077515612
4.3	-5.403423280767081	-74.42765788162015	-74.42785015952266	-4.509267862993937
4.4	-5.575132344483502	-74.52633468668013	-74.52650903416344	-4.475823043760379
4.5	-5.698879889653353	-75.12945701610015	-75.12955884747412	-4.505667399183962
4.6	-5.770593500456933	-74.86957983393359	-74.86957677397795	-4.591489382243202
4.7	-5.781098741275267	-75.94060541402143	-75.94052493232925	-4.70193394142267
4.8	-5.744313518459638	-75.27111195825741	-75.27095460909527	-4.801192198615687
4.9	-5.680162619483689	-75.16963425548896	-75.16942419310786	-4.845781368969345
5	-5.596767621401098	-75.38773432500982	-75.38762915094335	-4.826369088798849
5.1	-5.517898249033029	-76.40551067167354	-76.40561470354294	-4.755760579039849
5.2	-5.4519897845622	-74.45202045331624	-74.45229145433279	-4.667587427746257
5.3	-5.401502100879902	-74.15557224416067	-74.15596042230388	-4.606502096815187
5.4	-5.356908731322419	-75.79989348464991	-75.8003683302276	-4.609577963582703
5.5	-5.318509716890275	-79.48861972500001	-79.48914385415092	-4.681750477583371
5.6	-5.265711014398562	-76.01671016328351	-76.01677675924519	-4.821116641003776
5.7	-5.204033552171402	-74.76372374131317	-74.76369499798787	-5.001703459175372
